location,lat,lon
global footprint,-122.2674934,37.8047419
"gunnison, co",-106.9253207,38.5458246
"assam, india",92.9375739,26.2006043
ভারতবর্ষ,78.96288,20.593684
"kolkata, india",88.363895,22.572646
"bengolore, india",77.5945627,12.9715987
"seattle, washington usa",-122.3320708,47.6062095
"usa, maryland",-76.6412712,39.0457549
"cornwall, ontario",-74.730345,45.0212762
"cornwall, ontario, canada",-74.730345,45.0212762
" Ilocos Norte 🔛Hawaii, USA",-155.5827818,19.8967662
" Muzon SJDM City, Bulacan",121.0306432,14.8079235
 Southern California,-116.419389,34.9592083
 Sydney Australia,151.2092955,-33.8688197
 WI,-88.7878678,43.7844397
"@MTPSPride Middletown, NJ",-74.0998179,40.3927801
"@PVSDCamarillo | Camarillo, California",-119.0376023,34.2163937
"230 Doherty Drive Larkspur, CA",-122.531175,37.9390132
"25 Love Lane, Concord, MA",-71.3580352,42.4564702
2710 Iris Avenue,-117.0738317,32.570157
300 Pierpont Rd. ,-72.9739097,41.5477546
"301 South Madre, Pasadena",-118.081953,34.1414067
"3939 13th Street, Riverside CA",-117.3804219,33.9789061
"40.069604,116.529507",116.5273634,40.0690754
"427 South Fourth Street, Suite 300 Louisville, KY 40202",-85.7571202,38.2519929
50574,-94.7070616,42.7087887
"6 Federation Way, Irvine 92603",-117.827591,33.6302784
"700 North Ave, Vista, CA 92084",-117.2606306,33.214821
"900 E. Morgan St. Perris, CA",-117.206244,33.838573
A school near you,-95.8202527,36.1322658
"Addison, IL",-87.9889556,41.931696
"Adrian, MI",-84.0371659,41.8975471
"Akron, OH",-81.5190053,41.0814447
"Aksaray, Turkey",34.0297,38.368626
Alabama,-86.902298,32.3182314
"Alabama, USA",-86.902298,32.3182314
"Alameda County, CA",-121.7195459,37.6016892
"Alaska, USA",-112.177991,33.636624
"Albany, OR",-123.1059282,44.6365107
"Aledo, TX",-97.6022471,32.6959643
"Alexandria, KY",-84.3879946,38.9595078
"Alexandria, Louisiana",-92.4451371,31.3112936
"Alexandria, VA",-77.0469214,38.8048355
"Aliso Viejo, CA",-117.7262981,33.5684605
Allen Brook School  Vermont,-73.096256,44.447771
"Allen Park, MI",-83.2110375,42.2575385
"Allen, TX",-96.6705503,33.1031744
"Allendale, MI",-85.9540407,42.9721934
"Allendale, NJ",-74.129032,41.0414857
Altadena CA,-118.1313188,34.190162
"Ames, IA",-93.6319131,42.0307812
"Anacortes, WA",-122.6126718,48.5126045
"Anaheim, CA",-117.9143012,33.8365932
"Andrew HS, Tinley Park, IL",-87.8390927,41.5787165
Ann Arbor,-83.7430378,42.2808256
"Ann Arbor, MI",-83.7430378,42.2808256
Annapolis,-76.4921829,38.9784453
"Annapolis, MD",-76.4921829,38.9784453
Anne Arundel County,-76.5488232,38.9530109
"Anne Arundel County, MD",-76.5488232,38.9530109
Anywhere,-122.3396029,47.6345078
"Appleton, WI",-88.4153847,44.2619309
Arcadia High School,-118.036703,34.129807
"Arcadia, CA",-118.0353449,34.1397292
"Arcadia, California",-118.0353449,34.1397292
Arizona,-111.0937311,34.0489281
"Arizona, USA",-111.0937311,34.0489281
"Arkansas, USA",-91.8318334,35.20105
"Arlington, TN",-89.661469,35.2961973
"Arlington, VA",-77.1067698,38.8799697
"Arlington, VA and Worldwide ",-77.1135847,38.8805126
"Arlington, Virginia",-77.0909809,38.8816208
Around the Bay,-79.8406445,43.1965915
"Artesia, CA",-118.0831212,33.8658484
"Asbury Park, NJ",-74.0120817,40.2203907
"Asheville, NC",-82.5514869,35.5950581
"Athens, GA",-83.357567,33.9519347
"Atlanta, 22 colleges in GA",-84.31409,33.848633
"Atlanta, GA",-84.3879824,33.7489954
ATLANTA.MACON.EASTMAN,-84.3879824,33.7489954
"Aurora, IL",-88.3200715,41.7605849
"Austin, Texas",-97.7430608,30.267153
"Austin, TX",-97.7430608,30.267153
"Austin, TX, USA",-97.7430608,30.267153
Australia,133.775136,-25.274398
"Avoca, IA",-95.3380549,41.4766571
"Avon, CT",-72.8305154,41.8096201
Bahrain,50.5577,26.0667
"Bainbridge Island, WA",-122.5210007,47.6248791
"Ballico, California",-120.7018349,37.4522617
Baltimore,-76.6121893,39.2903848
"Baltimore, Maryland",-76.6121893,39.2903848
"Baltimore, MD",-76.6121893,39.2903848
Bangkok,100.5017651,13.7563309
Bangladesh ,90.356331,23.684994
"Banning, CA",-116.8764103,33.9255713
Bareilly,79.4304381,28.3670355
"Barrington, IL",-88.1361888,42.1539141
"Batavia, Illinois",-88.3125738,41.8500284
Bay Area,-122.2913078,37.8271784
"Bay Area, CA",-122.2913078,37.8271784
"Bay Area, CA, US",-122.2913078,37.8271784
BCPS,-76.7336521,39.4647665
BCPS Office of Science,-76.7336521,39.4647665
"Beaumont, CA",-116.977248,33.9294606
"Bedford, MA",-71.2760089,42.4906231
"Beijing, China",116.4073963,39.9041999
"Bekasi, Jawa Barat",106.9755726,-6.2382699
"Bel Air, MD",-76.3482931,39.535940600000004
"Belleville, MI",-83.4852133,42.2047619
"Bellevue, Washington",-122.2015159,47.6101497
"Bellport, NY",-72.9392727,40.7570429
"Bengaluru, India",77.5945627,12.9715987
"Benicia, CA",-122.1585777,38.049365
"Bentonville, AR",-94.2088172,36.3728538
"Berkeley, CA",-122.273042,37.8715226
"Berkley, MI",-83.1835389,42.5030908
"Berkley/Ann Arbor, Michigan",-83.7526514,42.2658001
"Berrien Springs, MI",-86.338905,41.9464342
Berwyn,-87.7936685,41.8505874
"Berwyn, IL",-87.7936685,41.8505874
"Bethel, CT",-73.4139621,41.3712283
"Bethesda, MD",-77.0947092,38.984652
"Birmingham, AL",-86.8103567,33.5185892
"Birmingham,MI",-83.2113192,42.5467012
"Bismarck, ND",-100.7837392,46.8083268
"Bloomingdale, IL",-88.0809036,41.9575285
"Bloomington, MN",-93.2982799,44.840798
"Boerne, TX",-98.7319703,29.7946641
"Boone, NC (USA)",-81.6745517,36.216795
Boston,-71.0588801,42.3600825
Boston area,-71.0588305,42.3600709
"Boston, MA",-71.0588801,42.3600825
"Boulder, CO",-105.2705456,40.0149856
"Boulder, CO, USA",-105.2705456,40.0149856
Bowling Green KY,-86.4808043,36.9685219
"Bowling Green, KY",-86.4808043,36.9685219
"Boyd, TX",-97.5653027,33.0787326
"Boyle Heights/Los Angeles, CA",-118.2117257,34.0297895
"Bozeman, Mt (45.649539,-111.04",-111.0429339,45.6769979
"Bradley, IL",-87.8611535,41.1419768
Brattleboro VT USA,-72.5578678,42.8509152
breeze hill elementary,-117.2546656,33.1851684
"Bremerton, Washington",-122.6269768,47.5650067
"Brentwood, CA",-121.6957863,37.931868
"Bridgeport, CT",-73.1894384,41.1792258
"Bristol, CT",-72.9492703,41.6717648
"Bristol, England",-2.58791,51.454513
"Broken Arrow, OK",-95.7974526,36.060949
"Bronx, New York",-73.8648268,40.8447819
"Brookings, SD",-96.7983877,44.3113573
"Brookline, MA",-71.1211635,42.3317642
Brooklyn,-73.9441579,40.6781784
"Brooklyn, NY",-73.9441579,40.6781784
Bryant Arkansas,-92.4890469,34.5959265
"Buckeye, AZ",-112.5837766,33.3703197
Buffalo Grove,-87.9631308,42.1662831
"Buffalo Grove, IL",-87.9631308,42.1662831
"Buffalo, NY",-78.8783689,42.8864468
"Burbank, CA",-118.3089661,34.1808392
Buried Under Books,-77.547417,37.529014
"Burleson, TX",-97.3208492,32.5420821
"Burlington, MA",-71.1956205,42.5047161
"Burlington, MA - USA",-71.1956205,42.5047161
BUSD,-118.3111262,34.1841771
Byron Center,-85.7228061,42.8122508
CA,-119.4179324,36.778261
"CA, USA",-119.4179324,36.778261
"Cairns, Queensland",145.7780548,-16.9185514
"Calabasas, CA",-118.6614809,34.1367208
"Calabasas, California",-118.6614809,34.1367208
california,-119.4179324,36.778261
California,-119.4179324,36.778261
California ,-119.4179324,36.778261
"California, USA",-119.4179324,36.778261
Caloocan City,121.0449768,14.7565784
"Camargo, España",-3.8846224,43.4047027
Camarillo,-119.0376023,34.2163937
"Camarillo, CA",-119.0376023,34.2163937
Cambodia,104.990963,12.565679
"Campbell, California",-121.9499568,37.2871651
Canada,-106.346771,56.130366
"Canyon Lake, CA",-117.2730931,33.6850215
Cape Cod,-70.2962408,41.6687897
"Caracas, Distrito Capital",-66.9036063,10.4805937
Cardiff By The Sea,-117.2788973,33.0208265
"Carlsbad, CA",-117.3505939,33.1580933
"Carlsbad, CA USA",-117.3505939,33.1580933
"Carson City, NV",-119.7674034,39.1637984
"Casper, WY",-106.3251749,42.8500769
"Castaic,California",-118.6256552,34.4890363
"Castlewood, CO",-104.900513,39.584733
Catalonia Republic,1.5208624,41.5911589
Catalunya,1.5208624,41.5911589
"Catonsville, MD",-76.7319161,39.272050900000004
"Cedar Rapids, IA",-91.6656232,41.9778795
"Central Contra Costa Co., CA",-121.9017954,37.8534093
Central Florida,-81.8661442,28.0582985
Central Illinois,-89.7004215,40.3084762
Central New Jersey,-74.308755,40.5409461
Central NJ,-74.308755,40.5409461
Central Vermont,-72.5778415,44.5588028
"Cerritos, CA",-118.0647871,33.8583483
"Champaign, IL",-88.2433829,40.1164204
"Chandigarh, India",76.7794179,30.7333148
"Channahon, IL",-88.2286735,41.4294753
"Charleston, IL",-88.1761521,39.4961458
"Charlotte, NC",-80.8431267,35.2270869
"Charlotte, NC ",-80.8431267,35.2270869
"Charlottesville, VA",-78.4766781,38.0293059
"Chester, England",-2.893075,53.193392
Chicago,-87.6297982,41.8781136
Chicago Area,-88.0118473,41.7435073
Chicago burbs,-87.6245827,41.8773788
"Chicago, IL",-87.6297982,41.8781136
"Chicago, Illinois",-87.6297982,41.8781136
Chicago/Western Suburbs,-87.6734009,41.9502647
Chicagoland,-88.0118473,41.7435073
"Chico, CA",-121.8374777,39.7284944
"Chimacum, WA",-122.7687353,48.0106006
"Chino, CA",-117.688944,34.0122346
"Chivilcoy, Argentina",-60.0190731,-34.8969795
Chula Vista,-117.0841955,32.6400541
"Chula Vista, CA",-117.0841955,32.6400541
"Chula Vista, CA ",-117.0841955,32.6400541
"Chula Vista, Calif.",-117.0841955,32.6400541
"Chula Vista, California",-117.0841955,32.6400541
Cicero IL,-87.7539448,41.8455877
"Cicero, IL",-87.7539448,41.8455877
"Cincinnati, OH",-84.5120196,39.1031182
"City Heights, San Diego, CA",-117.1009481,32.7402624
Ciudad Real - Guadalajara,-3.1624898,40.6260748
"Clayton, MO",-90.3237263,38.6425518
"Clearlake, CA",-122.6263728,38.9582307
Clinton Township MI,-82.9195514,42.5868882
"Closter, NJ",-73.9615262,40.9731536
Coast Salish Land,-122.9199791,49.2664234
"Coastal Georgia, USA",-81.091203,32.0808989
"College Station, TX",-96.3344068,30.627977
Colorado,-105.7820674,39.5500507
"Colorado Springs, CO",-104.8213634,38.8338816
"Colorado, USA",-105.7820674,39.5500507
"Colton, CA",-117.3136547,34.0739016
"Colts Neck, NJ",-74.1723652,40.2876108
Columbia Elementary,-94.519114,37.098421
"Columbia, Maryland",-76.8610462,39.2037144
"Columbia, MD",-76.8610462,39.2037144
"Columbia, Missouri",-92.3340724,38.9517053
"Columbia, MO",-92.3340724,38.9517053
"Columbus, IN",-85.9213796,39.2014404
"Columbus, OH",-82.9987942,39.9611755
Community of Innovators,-77.0315558,38.9040184
"Concord, Ca",-122.0310733,37.9779776
"Concord, CA",-122.0310733,37.9779776
"Concord, NC",-80.579511,35.4087517
Connecticut,-73.087749,41.6032207
"Connecticut, USA",-73.087749,41.6032207
"Contra Costa County, CA",-121.9017954,37.8534093
"Copenhagen, Denmark",12.5683372,55.6760968
"Coral Springs, FL",-80.2706044,26.271192
"Cornwall, VT",-73.2103951,43.960893
"Corona, CA",-117.5664384,33.8752935
"Corpus Christi, TX",-97.396381,27.8005828
"Correctionville,iowa",-95.785565,42.4749887
"Corte Madera, CA",-122.5274755,37.9254806
Costa Mesa,-117.9047429,33.6638439
"Council Bluffs, Iowa",-95.8608333,41.2619444
"Covington, GA",-83.8601827,33.5967815
"Cromwell, CT",-72.6453705,41.595098900000004
"Crowthorne, England",-0.795353,51.366901
CSC,-75.6231838,39.760762
CT | NY,-73.087749,41.6032207
"Cupertino, CA",-122.0321823,37.3229978
"Currituck, NC",-75.946324,36.4189826
CVUSD ,-116.1439819,33.6378669
"Dallas, Texas",-96.7969879,32.7766642
"Dallas, TX",-96.7969879,32.7766642
"Darien, IL",-87.9737943,41.7483483
"Davis, CA",-121.7405167,38.5449065
"Dayton, Ohio",-84.1916069,39.7589478
DC,-77.0334179,38.9059849
"DC Biology, Forensics, Biology",-77.0368707,38.9071923
"Deer Lodge, MT",-112.7383721,46.3990941
"Dehradun, India",78.0321918,30.3164945
"Dehradun, Uttaranchal",78.0321918,30.3164945
Delaware,-75.5276699,38.9108325
Delhi,77.1024902,28.7040592
"Delmar, Albany, Rensselaer, NY",-73.8326232,42.6220235
"Delran, NJ",-74.9564247,40.0158918
Denmark,9.501785,56.26392
"Denton, MD",-75.8271563,38.8845582
Denver,-104.990251,39.7392358
"Denver, CO",-104.990251,39.7392358
"Denver, Colorado ",-104.990251,39.7392358
"Derby, KS",-97.2689331,37.5455735
"Derwood, MD",-77.1611903,39.1174267
"Detroit, MI",-83.0457538,42.331427
DeWitt,-84.5691487,42.842256
"Dighton, KS",-100.4670844,38.4819612
"Doha, Qatar",51.5310398,25.2854473
Dorset and Bath,-2.3444786,50.7487635
"Dover, NH",-70.8736698,43.1978624
"Downers Grove, IL",-88.0111746,41.8089191
"Downers Grove, IL - USA",-88.0111746,41.8089191
"Downers Grove, Illinois",-88.0111746,41.8089191
"Downey, CA",-118.1331593,33.9401088
"Dubai, UAE",55.2707828,25.2048493
"Dubai, United Arab Emirates",55.2707828,25.2048493
"Dublin, CA",-121.9101221,37.7159396
"Duluth, GA",-84.1446376,34.0028786
"Durham, NC",-78.898619,35.9940329
Earth,-95.7243335,37.2321077
"East Bay, Alameda County ",-121.7195459,37.6016892
"East China, MI",-82.4861964,42.7520015
East Coast,-80.852616,35.792026
"East Lansing, MSU",-84.4821719,42.701848
"East Rochester, NY",-77.4874959,43.1086741
"Eastford, Connecticut",-72.0797979,41.9020418
Easton PA ,-75.2207323,40.688432
"Edgewater, Maryland",-76.5629398,38.940564
"Edgewood, Pennsylvania",-79.8847731,40.4330681
"Edison, NJ",-74.4120953,40.5187154
"Edmond, OK",-97.4780954,35.6528323
"El Cajon, CA",-116.9625269,32.7947731
"El Cajon, CA 92020",-116.9675814,32.7963222
"El Centro, CA",-115.5630514,32.792
"Elgin, TX",-97.3702735,30.3496528
"Elizabethtown, Kentucky",-85.8649408,37.7030646
"Elizabethtown, KY",-85.8649408,37.7030646
"Ellicott City, MD",-76.7983067,39.2673283
"Ellington, CT",-72.458236,41.9172826
"Elmira, NY",-76.8077338,42.0897965
"Emeryville, CA",-122.2892278,37.8395028
Encinitas,-117.2919818,33.0369867
"Encinitas, CA",-117.2919818,33.0369867
"England, United Kingdom",-1.1743197,52.3555177
Entangled,-87.8536574,41.604495
"Enterprise, AL",-85.8552161,31.3151708
"Enumclaw, WA",-121.9915003,47.2042681
"Escondido, California",-117.086421,33.1192068
"Estes Park, CO USA",-105.5216651,40.3772059
"Etiwanda, CA",-117.5236622,34.1261208
"Eufaula, AL",-85.1454876,31.8912717
"Eugene, OR",-123.0867536,44.0520691
"Evanston, Illinois",-87.6876969,42.0450722
"Everytown, WA",-120.7401385,47.7510741
"Ewing, New Jersey",-74.7909125,40.2599864
"Fairbanks, AK",-147.7163888,64.8377778
"Fairfax, VA",-77.3063733,38.8462236
"Fairfield, CA",-122.0405151,38.2491956
"Fairfield, CT",-73.2612615,41.1408363
"Fairmount, IN",-85.6505317,40.4153179
"Fallbrook, CA",-117.2511466,33.3764196
"Farmington, UT",-111.8874392,40.9804999
"Fayetteville, AR",-94.1718542,36.082156
"Fayetteville, Arkansas ",-94.1718542,36.082156
"Fayetteville, GA",-84.4550443,33.4486296
"Federal Way, WA",-122.3126222,47.3223221
"FfM, Germany",8.6821267,50.1109221
"Flagstaff, AZ",-111.651302,35.1982836
"Flanders, NJ",-74.7161489,40.8418677
Flat Rock Community Schools,-83.277359,42.0937688
"Flemingsburg, KY",-83.7338076,38.4222995
"Flemington-Raritan, NJ",-74.8507131,40.4979191
Florence KY,-84.6266111,38.9989499
Florida,-81.5157535,27.6648274
"Florida, USA",-81.5157535,27.6648274
Fort Walton Beach FL,-86.6170308,30.4200708
Fort Wayne Indiana,-85.1393513,41.079273
"Fort Worth, Texas",-97.3307658,32.7554883
"Fort Worth, TX",-97.3307658,32.7554883
"Framingham, MA",-71.4161565,42.279286
"Frankfort, IL",-87.8486613,41.4958665
"Franklin, KY and Frankfort, KY",-84.8732835,38.2009055
"Frederick, MD",-77.4105409,39.4142688
"Freehold, NJ",-74.3000878,40.2136754
"Freeport, Illinois",-89.6212271,42.2966861
"Fremont, CA",-121.988583,37.5485396
"Fresno, CA",-119.7871247,36.7377981
"Fresno, California, USA",-119.7871247,36.7377981
"Friendswood, TX",-95.2010447,29.5293998
"Fullerton, CA",-117.9242123,33.8703645
"Fullerton, Califonia",-117.9242123,33.8703645
"Gainesville, VA",-77.6138802,38.7956706
Galaxy,-93.2774277,38.7136498
Gardner Bullis School,-122.1304822,37.3817524
"Garland, TX",-96.6388833,32.912624
Georgia,-82.9000751,32.1656221
"Georgia, USA",-82.9000751,32.1656221
"Gig Harbor, WA",-122.5801293,47.329264
"Gig Harbor, WA, USA",-122.5801293,47.329264
glasgow,-4.251806,55.864237
Global,-73.6613652,40.8087324
Global ,-73.6613652,40.8087324
Global Coral Reefs,-71.1079862,42.3644468
god’s hands,-91.1642301,30.5941965
"Goose Lake, IA",-90.3829093,41.9675262
"Gorongosa, Mozambique",34.0724943,-18.6870901
"Goshen, Indiana",-85.8344383,41.5822716
"Govind Nagar, Dehradun",78.035948,30.3123429
Grand Haven Michigan,-86.2283864,43.0630734
"Grand Island, NE",-98.3420118,40.9263957
"Grand Prairie, TX",-96.9977846,32.7459645
"Grand Rapids, MI",-85.6680863,42.9633599
"Grand Rapids, Michigan",-85.6680863,42.9633599
"Grayson, KY 41143",-82.9485023,38.3325812
"Greenbrier, Arkansas",-92.387655,35.2339712
"Greeneville, TN",-82.8309861,36.1631574
Greenwich CT,-73.6281964,41.0262417
"Greenwich, CT",-73.6281964,41.0262417
"Gridley, CA",-121.6935833,39.3637773
"Grosse Pointe Woods, MI",-82.9068603,42.4436478
Guayaquil,-79.8890662,-2.1894128
"Guaynabo, PR",-66.1110682,18.3615548
Guinée,-9.696645,9.945587
Gulf of Mexico,-90.065918,25.304304
Gutter Village,-81.6239957,41.2436296
"Hagerstown, Maryland",-77.7199932,39.6417629
"Hagerstown, MD",-77.7199932,39.6417629
"Hartford, Connecticut",-72.6733723,41.7658043
"Hartford, CT",-72.6733723,41.7658043
"Hastings-on-Hudson, NY",-73.8787461,40.994542
Hawaii,-155.5827818,19.8967662
"Hawaii, USA",-155.5827818,19.8967662
"Hayward, CA",-122.0809964,37.6687665
"Heber Springs, AR",-92.03126,35.4914677
"Hebron, KY",-84.7031888,39.0661472
"Helsinki, Finland",24.9383791,60.1698557
"Helsinki, Suomi",24.9383791,60.1698557
"Henderson, NV",-114.9817213,36.0395247
"Herndon, VA",-77.3860976,38.9695545
"Hershey, PA",-76.6502468,40.2859239
Hertfordshire,-0.2376744,51.8097823
"hickory corners, mi",-85.3760882,42.4415829
"Hickory, NC",-81.3444573,35.7344538
"Hidden Hills, CA",-118.6647537,34.1648798
"Highland Park, Illinois",-87.8003437,42.1816918
"Highland Park, Los Angeles",-118.1843898,34.1154946
"Hillsborough Township, NJ",-74.6472522,40.5106322
"Hilton, NY",-77.7933423,43.2881161
"Hinsdale, IL",-87.9370052,41.8008642
"Hoboken, NJ",-74.0323626,40.7439905
"Hoffman Estates, IL",-88.1227199,42.0629915
"Høje-Taastrup, Danmark",12.242497,55.6592732
"Hollis, NH",-71.5895344,42.7425166
"Holt, MI",-84.5152545,42.6405912
home of the Razorbacks,-94.1812702,36.0533727
Home-MA Work-CT,-71.3824374,42.4072107
Hong Kong,114.1693611,22.3193039
"Honolulu, HI",-157.8583333,21.3069444
"Honolulu, HI and beyond",-157.8918759,21.322788
"Hood River, OR",-121.528087,45.7067985
"Houghton Lake, MI",-84.7647496,44.314739
Houston,-95.3698028,29.7604267
Houston TX,-95.3698028,29.7604267
"Houston, Texas",-95.3698028,29.7604267
"Houston, TX",-95.3698028,29.7604267
howell middle school south,-74.1581967,40.1148266
"Howell, New Jersey",-74.2082671,40.1645785
"Howell, NJ",-74.2082671,40.1645785
Hudsonville Michigan,-85.8650358,42.870859
"Huelva, Andalucía",-6.9447224,37.261421
"Humboldt, IA",-94.2152402,42.7208047
"Huntington Beach, CA",-117.9988026,33.6594835
"Huntsville, Alabama",-86.5861037,34.7303688
"Hutchinson, Kansas",-97.9297743,38.0608445
"Hutchinson, KS",-97.9297743,38.0608445
"Idyllwild, CA",-116.7152556,33.7467471
Ijamsville,-77.3230553,39.3607976
IL and MA + Digital Platform,-89.3985283,40.6331249
Illinois,-89.3985283,40.6331249
"Illinois, USA",-89.3985283,40.6331249
"Imperial Beach, CA",-117.1130849,32.5839444
"Independence, KY",-84.544109,38.9431183
"Independence, MO",-94.4155068,39.0911161
India,78.96288,20.593684
India and  United States,-95.712891,37.09024
"Indiana, USA",-86.1349019,40.2671941
"Indianapolis, IN",-86.158068,39.768403
"Indianapolis, IN, USA",-86.158068,39.768403
Indonesia,113.921327,-0.789275
"InTECHgration Consulting, NJ",-74.0794,40.36095
"Inverness, FL",-82.3313955,28.8354507
Iowa,-93.097702,41.8780025
"Iowa, USA",-93.097702,41.8780025
"Ipswich, MA",-70.8411558,42.6791832
Ireland,-7.6920536,53.1423672
"Irvine, CA",-117.8265049,33.6845673
"Islamabad, Pakistan",73.0478848,33.6844202
Israel,34.851612,31.046051
"Issaquah, WA",-122.0326191,47.5301011
"Istanbul, TR",28.9783589,41.0082376
Italia,12.56738,41.87194
Italy,12.56738,41.87194
"Ithaca, NY",-76.5018807,42.4439614
"Jeddah , Saudi Arabia ",39.1925048,21.485811000000002
"Jenison, Michigan",-85.7919784,42.907248
"Jersey City, NJ",-74.0431435,40.7177545
"Jessup, MD",-76.7752493,39.1492746
"JHE, McMaster University",-79.9192254,43.260879
"Johnson City, NY",-75.9588092,42.1156308
"Johnston, IA",-93.7130493,41.6709834
"Johnstown, NY",-74.3676356,43.0067399
"Julian, California",-116.6019637,33.0786552
"Junction City, KS",-96.8313978,39.0286093
"Juneau, AK",-134.4197221,58.301944399999996
"Jurupa Valley, CA",-117.4854802,33.9971974
"Kalamazoo, MI",-85.5872286,42.2917069
Kankakee Illinois,-87.8611531,41.1200325
Kansas,-98.4842465,39.011902
Kansas City,-94.5785667,39.0997265
"Kansas City,  MO",-94.5785667,39.0997265
"Kansas City, KS",-94.6267873,39.1155314
"Kansas City, MO",-94.5785667,39.0997265
"Kansas, USA",-98.4842465,39.011902
Kellogg Biological Station,-85.4022846,42.4058131
"Kelso, WA",-122.9084445,46.146779
"Kennesaw, GA",-84.6154897,34.0234337
"Kenosha, WI",-87.8211854,42.5847425
"Kent ISD, Grand Rapids, MI",-85.5984549,42.9964466
Kentucky,-84.2700179,37.8393332
"Kentucky, USA",-84.2700179,37.8393332
"Kigali, Rwanda",30.0618851,-1.9440727
Killingly Intermediate School,-71.8972511,41.8511728
"King's Lynn, Norfolk, UK",0.4022963,52.7516798
"Kirkland, Washington, USA",-122.2059833,47.6768927
"Knoxville, TN",-83.9207392,35.9606384
KS girl living in an NYC world,-74.0059728,40.7127753
KSA | Egypt | Bahrain | UAE,-77.0658892,38.9412153
"Kunsan AFB, South Korea ",126.6158333,35.9036111
"La Canada Flintridge, CA",-118.2000277,34.2068182
"La Habra, CA",-117.946137,33.9318591
"La Habra, California",-117.946137,33.9318591
"La Jolla, California, USA",-117.2712717,32.8328112
"La Jolla, San Diego",-117.2712717,32.8328112
"La Mesa, CA",-117.0230839,32.7678287
"Lafayette, LA",-92.0198427,30.2240897
"Lagos, Nigeria",3.3792057,6.5243793
"Laguna Beach, CA",-117.7853568,33.5427189
"Laguna Hills, CA",-117.6986604,33.5916433
Laguna NIguel,-117.7149438,33.5236744
"Laguna, Phl",121.4691774,14.1406629
"Lake George, NY",-73.7123408,43.4261809
"Lake Orion, MI",-83.2396612,42.7844752
Lake Tahoe,-120.0323507,39.0968493
"Lakeside, CA",-116.9222488,32.8572718
"Lakeside, Ca., 92040",-116.9222488,32.8572718
"Lancaster, PA",-76.3055144,40.0378755
"Lansing, MI",-84.5555347,42.732535
"Laramie, WY",-105.5911007,41.3113669
"Larkspur, CA",-122.5352539,37.9340915
Las Vegas,-115.1398296,36.1699412
"Las Vegas, NV",-115.1398296,36.1699412
"Laurel, Maryland",-76.8483061,39.0992752
Lawrence Twp Public Schools,-74.7292078,40.2661036
"Lawrence, Kansas",-95.2352501,38.9716689
"Lawrence, KS",-95.2352501,38.9716689
"Lawrence, KS area",-95.2352501,38.9716689
"Lawton, OK",-98.3959291,34.6035669
"League City, TX",-95.0949303,29.5074538
"Ledgewood, NJ",-74.657272,40.883677
"Leeds, AL, USA",-86.5444288,33.5481597
"Lemoore, CA",-119.7829107,36.3007835
"Leonardtown, MD",-76.6357942,38.291238
"Lewiston, ID",-117.001189,46.4004089
"Lewiston, Idaho",-117.001189,46.4004089
"Lexington Park, MD",-76.4620928,38.2575517
"Lexington, Kentucky",-84.5037164,38.0405837
"Lexington, KY",-84.5037164,38.0405837
"Lexington, MA",-71.2271531,42.4473497
"Lexington, SC",-81.2362107,33.9815369
"Lickskillet, AL",-85.6957989,34.3403687
Lima Peru,-77.042754,-12.0463731
"Litchfield Park, AZ",-112.3579364,33.4933743
"Littleton, MA",-71.5128022,42.5372893
"Lockport, IL",-88.057837,41.5894752
"Lockwood, CA",-121.082081,35.9440546
"Lombard, IL",-88.0078435,41.8800296
Lompoc,-120.4579409,34.6391501
"Lompoc, CA",-120.4579409,34.6391501
London,-0.1277583,51.5073509
London / World,-0.0773718,51.5175865
Long Beach,-118.1937395,33.7700504
"Long Beach, CA",-118.1937395,33.7700504
"Long Grove, IL",-87.9978518,42.1783584
"Long Island, New York",-73.134961,40.789142
"Los Alamitos, CA",-118.0718894,33.8032009
"Los Altos Hills, CA",-122.1374637,37.3796627
"Los Altos, CA",-122.1141298,37.3852183
Los Angeles,-118.2436849,34.0522342
Los Angeles CA.,-118.2436849,34.0522342
"Los Angeles, CA",-118.2436849,34.0522342
"Los Gatos, CA",-121.9623751,37.2358078
Louisiana,-91.9623327,30.9842977
"Louisville, KY",-85.7584557,38.2526647
"Lubbock, TX",-101.8551665,33.5778631
"MA, USA",-71.3824374,42.4072107
Macomb - Michigan,-82.9286428,42.6651965
Madison Wisconsin,-89.4012302,43.0730517
"Madison, WI",-89.4012302,43.0730517
"Madison, WI USA",-89.4012302,43.0730517
"Madison, Wisconsin",-89.4012302,43.0730517
"Madrid, NY, Houston",-75.1325897,44.7483037
"Maharashtra, India",75.7138884,19.7514798
"Mahomet, IL",-88.4042234,40.1953106
Maine,-69.4454689,45.253783
Maine and Florida,-69.4454689,45.253783
"Maine, USA",-69.4454689,45.253783
Malawi,34.301525,-13.254308
Malaysia,101.975766,4.210484
"Manhattan, NY",-73.9712488,40.7830603
"Manhattan,KS",-96.5716694,39.1836082
"Mankato, MN",-93.9993996,44.1635775
"Manlius, NY",-75.9768632,43.0020107
"Manvel, TX 77578",-95.3625516,29.4841585
"Marietta, GA",-84.5499327,33.952602
Marin County,-122.7633036,38.083403
"Marion, IA",-91.5968958,42.033279
"Marshfield, MO",-92.9071209,37.338658
Martinez CA,-122.1341321,38.0193657
Maryland,-76.6412712,39.0457549
"Maryland, USA",-76.6412712,39.0457549
