location,lon,lat,state
"quaboag reg hs, warren ma",-72.1882041,42.2204467,massachusetts:main
"sf bay area, ca, usa",-122.4194155,37.7749295,california
casa marcelo quiroga santa cru,-68.1285086,-16.5067134,NA
"chieri, piemonte",7.8275551,45.008885,NA
"flemington-raritan, nj",-74.8507131,40.4979191,new jersey
"exmoor, somerset uk ",-3.6462346,51.134614,NA
"mahopac, new york ",-73.733465,41.372316,new york:main
philadelphia area,-75.1652419,39.9526322,pennsylvania
2011 iowa ms poy,-93.097702,41.8780025,iowa
"leicestershire, england",-1.2052126,52.772571,NA
new market,-78.6714064,38.647896,virginia:main
novi high school,-83.492317,42.463106,michigan:south
"oak forest, il",-87.7439384,41.6028116,illinois
"hancock, iowa",-95.3633591,41.3901703,iowa
"denver, ia",-92.3374045,42.6713718,iowa
"gangnam-gu, republic of korea",127.0473248,37.5172363,NA
dhaka,90.4125181,23.810332,NA
"newark, de, usa",-75.7496572,39.6837226,delaware
"perris, ca",-117.2286478,33.7825194,california
johannesburg- south africa,28.0473051,-26.2041028,NA
"ridgway, pa",-78.7286388,41.4203391,pennsylvania
"madison, sd",-97.1139496,44.0060847,south dakota
"calgary, alberta canada",-114.0718831,51.0447331,NA
cyberspace,-95.6114128,36.3208592,oklahoma
franklin county schools,-78.2476146,36.0730279,north carolina:main
disney land,-117.9189742,33.8120918,california
"hilton head island, sc",-80.752608,32.216316,south carolina
"alanya, turkey",31.995408,36.544443,NA
nova scotia,-63.744311,44.6819866,NA
atlantic ocean,-28.6731465,-14.5994134,NA
"kingwood, tx",-95.1844774,30.0500255,texas
"bridgeville, de",-75.6043714,38.7426137,delaware
"mexico, d.f.",-99.133208,19.4326077,NA
220 east 76th street nyc,-73.9579403,40.7718269,new york:manhattan
"manvel, tx 77578",-95.3625516,29.4841585,texas
"high springs, fl",-82.5967832,29.8269064,florida
bastia|corti,-121.436256,38.55726,california
makassed saida- lebanon,35.3777373,33.5692879,NA
"petty harbour, newfoundland",-52.705178,47.4697838,NA
"painesville, oh",-81.245657,41.7244885,ohio
"blois, france",1.3359475,47.5860921,NA
"37.783848,-122.420903",-122.4206106,37.783778,california
"cassanu, corse",8.889016,42.537049,NA
"lutherville, md",-76.6123884,39.4354087,maryland
"ilorin, nigeria",4.5418141,8.4798786,NA
kansas city mo,-94.5785667,39.0997265,missouri
"saint john, nb",-66.063308,45.2733153,NA
"big spring, tx",-101.4787355,32.2503979,texas
san diego ca,-117.1610838,32.715738,NA
"fort riley, ks",-96.813939,39.088346,kansas
"gb, kansas",-98.7648073,38.3644567,kansas
"oh, usa",-82.907123,40.4172871,ohio
"englewood, chicago",-87.6416419,41.775305,illinois
" chicago, il",-87.6297982,41.8781136,illinois
the way northeast...,-106.5405667,35.161169,new mexico
litchfield,-73.1887165,41.7472642,connecticut
"seattle,wa",-122.3320708,47.6062095,NA
"biñan, laguna, philippines",121.0781493,14.3036345,NA
shenzhen china,114.057865,22.543096,NA
"pasadena, ca",-118.1445155,34.1477849,california
tilted towers,-94.1925408,36.0536374,arkansas
"üt: 42.490799,-96.411337",-97.7340567,30.2849185,texas
"gold canyon, az, usa",-111.4500302,33.3593407,arizona
"sewell, nj",-75.1441926,39.7662167,new jersey
howell middle school south,-74.1581967,40.1148266,new jersey
"meeth-on-the-north, ontorial",-73.9633151,40.7640723,new york:manhattan
"webster city, iowa",-93.8159149,42.4694321,iowa
"notre dame, in",-86.2379328,41.7001908,indiana
7997 vomac road 94568,-121.9360355,37.7145892,california
"bugbrooke, northants, uk",-1.008998,52.209459,NA
syria,38.996815,34.802075,NA
"casa grande,arizona",-111.7733902,32.9110027,arizona
"northridge, los angeles",-118.530123,34.2381251,california
nh (been to guilford me),-71.5723953,43.1938516,new hampshire
henderson nv,-114.9817213,36.0395247,nevada
670,-87.6226964,41.8854201,illinois
"üt: 9.077032,7.460503",-97.7340567,30.2849185,texas
"elm springs, ar",-94.2343729,36.2061894,arkansas
"sun city center, fl",-82.351759,27.718086,florida
"auburn, texas and america. ",-97.0772272,32.2973676,texas
"snowflake, az",-110.0784491,34.5133698,arizona
tulare stl,-119.3473379,36.2077288,california
"donahue, ia",-90.675419,41.6947513,iowa
"la palma, ca",-118.0461393,33.8463218,california
"yvelines, ile-de-france",1.8256572,48.7850939,NA
"fulton, mo",-91.9479586,38.8467082,missouri
oklahoma_usa,-97.092877,35.0077519,oklahoma
harvard cusd 50,-88.6128878,42.4215869,illinois
nyc/brooklyn,-73.9441579,40.6781784,new york:long island
"zagreb, republic of croatia",15.9819189,45.8150108,NA
"granada hills, los angeles",-118.5021527,34.2793576,california
"leavenworth, kansas usa 🇺🇸",-94.9224637,39.3111112,kansas
"artemus, ky",-83.8407783,36.8332822,kentucky
metter high school,-82.0503334,32.3642628,georgia
"narbonne, france",3.003078,43.184277,NA
"plumas county, ca",-120.8039474,39.9926832,california
"6392 linden road rockford, il",-88.9918979,42.2175324,illinois
university of missouri,-92.3277375,38.9403808,missouri
"plymouth, mi",-83.4702132,42.3714253,michigan:south
"desoto, ia",-94.0077785,41.5315745,iowa
"atlanta, by way of the bronx",-84.3879824,33.7489954,georgia
skåne,13.5957692,55.9902572,NA
hamburg,9.9936819,53.5510846,NA
"muscatine, ia",-91.0432051,41.424473,iowa
"bloomfield hills schools, mi",-83.2827093,42.5793103,michigan:south
"suisun city, ca",-122.040244,38.2382474,california
"wheatley heights, new york",-73.3698426,40.76371,new york:long island
"rockland, ny",-73.9830029,41.1489458,new york:main
"mckinney isd, mckinney, tx",-96.5996963,33.1962954,texas
"bayonne, nj",-74.1143091,40.6687141,new jersey
"galesville, wi",-91.3490376,44.0816282,wisconsin
suva fiji ,178.4500789,-18.1248086,NA
"laguna niguel, california",-117.7149438,33.5236744,california
dothan al,-85.3904888,31.2232313,alabama
1700 east capitol st. ne dc ,-76.9795263,38.8903247,district of columbia
white plains ny,-73.7629097,41.0339862,new york:main
"texas esc regions 4,5,6",-95.498605800000007,29.8490448,texas
"arroyo grande, california",-120.5907252,35.1185868,california
▹▸ 沖国心理カウンセリング専攻,127.7532479,26.2629069,NA
castle rock co,-104.8560902,39.3722121,colorado
"west point, va",-76.7963504,37.5315335,virginia:main
大阪の人てやんでぃ,135.5022535,34.6937249,NA
"arroyo grande, ca ",-120.5907252,35.1185868,california
new brunswick,-66.4619164,46.5653163,NA
"bay city, mi",-83.8888647,43.5944677,michigan:south
"dandridge, tn",-83.4148895,36.0153693,tennessee
pdsb,-79.670453,43.6181491,NA
"oroville, ca",-121.556359,39.5137752,california
planet learn,-81.3969122,28.449291,florida
"burkeville, texas",-93.6679539,30.9999178,texas
"hermosillo, sonora",-110.9559192,29.0729673,NA
"las cruces, new mexico",-106.7636538,32.3199396,new mexico
"uiw / san antonio, tx",-98.4676217,29.4675939,texas
"west haven, ct",-72.9469711,41.2705484,NA
"cowes, england",-1.300533,50.762785,NA
stockton university,-74.5309775,39.4919685,new jersey
"farmingdale, nj",-74.1684757,40.1965018,new jersey
"leesburg, va",-77.5636015,39.1156615,virginia:main
sunshine coast; prince george,-123.7643986,49.7604377,NA
"churchton, md",-76.5364848,38.802683,maryland
ocala. fl,-82.1400923,29.1871986,florida
"cordova, ak",-145.7525414,60.5424087,NA
"stonewall, manitoba",-97.3273965,50.1351544,NA
japan×thailand,139.7572082,35.6951321,NA
coventry university,-1.5037461,52.4071747,NA
"derby, ny",-78.9797271,42.6864471,new york:main
"berlin, nj",-74.9290536,39.7912261,new jersey
"kabul, afghanistan",69.207486,34.5553494,NA
"norfolk, england",0.8864021,52.6139686,NA
"hartford city, in",-85.369972,40.451154,indiana
"charlton, ny",-73.9690142,42.9334089,new york:main
the college of new jersey,-74.777696,40.268439,new jersey
dammam,50.088794300000004,26.4206828,NA
riyadh ksa,46.6752957,24.7135517,NA
stl,-90.1994042,38.6270025,missouri
"duisburg, nordrhein-westfalen",6.7623293,51.4344079,NA
"الخبر, المملكة العربية السعودية",50.1971381,26.2171906,NA
"clinton, nj",-74.90989,40.6367682,new jersey
southern utah,-113.0713001,37.6764461,utah
"cardiff-by-the-sea, ca",-117.2788973,33.0208265,NA
"augsburg, bayern",10.89779,48.3705449,NA
"hackettstown, nj",-74.8290555,40.8539879,new jersey
"the pacific northwest, usa",-122.3364744,47.6607304,washington:main
effingham county georgia,-81.3839326,32.378148,georgia
cisompet_garut_jawa barat,107.7873095,-7.5625591,NA
"windham, new hampshire",-71.304229,42.8006441,new hampshire
"santa susana, ca",-118.7089797,34.2716694,california
wolfeboro nh,-71.2094799,43.5852069,new hampshire
"covington, ky",-84.5085536,39.0836712,kentucky
"microsoft - redmond, wa",-122.1369302,47.6423318,washington:main
"leonardo, nj ",-74.0619034,40.4189424,new jersey
"pakyong, india",88.587932,27.2281961,NA
deerfield district 109,-87.8647961,42.1670981,illinois
"57.144944,-2.095082",-2.0952582,57.1446933,NA
"bacolod city, western visayas",122.9563021,10.6840053,NA
"green oaks, il",-87.903406,42.2900228,illinois
zaiire,-90.2630128,38.7082706,missouri
england | nigeria,-91.9690284,34.5442609,arkansas
"babylon, new york",-73.3673169,40.7107127,new york:long island
"rouen, france",1.099971,49.443232,NA
rouen / munich ,1.0941284,49.4488613,NA
"cambria, ca",-121.0807468,35.5641381,NA
harrogate,-1.541812,53.99212,NA
 beirut,35.5017767,33.8937913,NA
shelby county,-89.9253233,35.1268552,tennessee
"ekaterinburg, russia",60.6454086,56.8430993,NA
"glens falls, ny",-73.6440058,43.3095164,new york:main
suisse,8.227512,46.818188,NA
near the rocky mountains,-109.7869527,44.2642998,wyoming
"641 w lake st, chicago, il",-87.6444693,41.8854135,illinois
"elbeuf, haute-normandie",1.00691,49.292163,NA
ucla ,-118.4451811,34.068921,california
"winnebago, il",-89.2412202,42.2661311,illinois
the internet.. net.. net.. net,-97.0583233,36.113216,oklahoma
épinay-sur-seine,2.314739,48.955735,NA
"haute-normandie, france",0.8828329,49.524641,NA
rouen ,1.099971,49.443232,NA
"mcbain, mi",-85.2133756,44.1936227,michigan:south
"main-kinzig-kreis, hessen",9.3049355,50.265277,NA
"cornwall, uk",-5.0527125,50.2660471,NA
france  finistère quimper,-4.097899,47.997542,NA
"san diego, usa",-117.1610838,32.715738,NA
"northwood, iowa",-93.2210371,43.4441245,iowa
"cal state university, east bay",-122.0574872,37.6571459,california
"canton, connecticut",-73.087749,41.6032207,connecticut
"an cnoc, scotland",-6.272404,58.205092,NA
dis- delran schools,-74.9357,40.0225,new jersey
"sun valley, los angeles",-118.3812562,34.2279298,california
"pachuca, mexico",-98.7591311,20.1010608,NA
central virginia ,-79.1851733,37.3595081,virginia:main
"dubai, u.a.e.",55.2707828,25.2048493,NA
"brentwood, nh",-71.0735503,42.9780248,new hampshire
"chagrin falls, ohio",-81.3910999,41.4298516,ohio
"grants, nm",-107.8514466,35.14726,new mexico
howard county,-76.964306,39.2873463,maryland
"upper gwynedd, pa",-75.2887369,40.2212266,pennsylvania
farmington nh,-71.065062,43.3897609,new hampshire
"new palestine, in",-85.8891471,39.7219882,indiana
"west sayville, ny",-73.0976118,40.7278763,new york:long island
"rvc, ny        she/her/hers",-74.0059728,40.7127753,NA
"molloy college, new york",-73.6272812,40.6862733,new york:long island
"penobscot county, maine",-68.5806727,45.3230777,maine
"holland, mi ",-86.1089301,42.7875235,michigan:south
"madison heights, mi",-83.1052028,42.4858692,michigan:south
ksa,45.079162,23.885942,NA
"melbourne, victoria (boon wurrung)",144.9750128,-37.8634163,NA
"ho chi minh city, vietnam",106.6296638,10.8230989,NA
"sulphur, louisiana",-93.3773783,30.2365943,louisiana
"leeds, uk",-1.5490774,53.8007554,NA
"arnold, mo",-90.3776187,38.4328317,missouri
"potsdam, germany",13.0644729,52.3905689,NA
carlsbad,-117.3505939,33.1580933,NA
santa clara county,-121.8907041,37.3336581,california
university of lethbridge,-112.8601177,49.6786156,NA
mi casa,-96.7390613,35.9870648,oklahoma
seychelles,55.491977,-4.679574,NA
wccusd,-122.2880726,37.9457358,california
"norco, ca/fontana ca",-117.548661,33.9311257,california
"elizabeth, colorado",-104.596915,39.3602662,colorado
fire nation,-83.712734,41.617824,ohio
"shawnee mission, kansas",-94.7151865,39.0228485,kansas
tasikmalaya jawa barat,108.2171633,-7.3505808,NA
sacramento region,-121.4943996,38.5815719,california
"north of boston, southern nh",-71.0588801,42.3600825,massachusetts:main
kafr elshiekh ,30.9387799,31.1106593,NA
united kingdom-cameroon-usa,-95.712891,37.09024,kansas
university of canberra,149.0842616,-35.23843,NA
"vanves, france",2.288405,48.822484,NA
home is where the heart is ,-85.1054786,41.0897225,indiana
"nottingham, uk; 🇨🇦🇩🇪🇺🇸",-1.1581086,52.9547832,NA
"st. catharines, on",-79.2468626,43.1593745,NA
"adams, ne",-96.5094615,40.4611108,nebraska
"le roy, il",-88.764237,40.3519795,illinois
courtney | she/her | aus,-97.6663529,30.1974711,texas
"marshfield, mo",-92.9071209,37.338658,missouri
"webster city, ia",-93.8159149,42.4694321,iowa
"sivaganga, india",78.4808775,9.8432999,NA
nairobi,36.8219462,-1.2920659,NA
united states and australia,-95.4601011,29.736233,texas
"ashland, kentucky",-82.6379387,38.4784144,kentucky
"flaherty, ky",-86.0655217,37.8364564,kentucky
"león, gto.",-101.6859605,21.1250077,NA
"kwara, nigeria",4.3874051,8.9668961,NA
"dubai, uae 🇦🇪",55.2707828,25.2048493,NA
"jeddah, kingdom of saudi arabi",39.1925048,21.485811000000002,NA
paterson-north jersey ,-74.171811,40.9167654,new jersey
balmy maine,-69.6281811,43.8507223,maine
berkeley ca ,-122.273042,37.8715226,california
"port ludlow, wa. usa",-122.6834914,47.9253693,washington:main
"peterborough, england",-0.2405299,52.5694985,NA
st. stephen's episc. day sch,-81.197079,37.7746179,west virginia
mount diablo usd,-121.9700618,37.9663918,california
de14 2as,-1.6471909,52.8047961,NA
holly avenue elementary school,-118.0448401,34.1265566,california
"london, mostly",-0.1277583,51.5073509,NA
northwest suburb of chicago,-87.8973074,42.0381593,illinois
"st. louis county, missouri",-90.4125181,38.6103023,missouri
uk and roi,-5.908007,54.6023759,NA
qatar ,51.183884,25.354826,NA
"mason city, iowa",-93.2010367,43.1535728,iowa
"compton, california",-118.2200712,33.8958492,california
"port chester, ny",-73.6656834,41.0017643,NA
eastern washington,-117.5862361,47.4910283,washington:main
"coventry, england",-1.519693,52.406822,NA
lbc,-118.2854521,33.8317684,california
oceanside high school,-117.374143,33.197067,NA
beirut- lebanon,35.5017767,33.8937913,NA
"pearl city, hi",-157.9733333,21.3972222,NA
"☕️alexandria, va",-77.0469214,38.8048355,maryland
namek,-75.0821653,40.0404588,pennsylvania
"seine-maritime, haute-normandie",0.9748439,49.6054187,NA
"johor bahru, johor",103.7413591,1.492659,NA
kalamazoo michigan,-85.5872286,42.2917069,michigan:south
"alief, tx",-95.593239,29.6827204,texas
"mather / rancho cordova, ca",-121.2783728,38.5434594,california
"üt: 43.435127,-88.146038",-97.7340567,30.2849185,texas
san marcos ca,-117.1661449,33.1433723,california
"st.james, ny",-73.1526623,40.8754335,new york:long island
"purworejo, jawa tengah",110.0092652,-7.7129424,NA
"lagos, nigeria",3.3792057,6.5243793,NA
lagos x grenoble,5.724524,45.188529,NA
"san mateo and foster city, ca",-122.3255254,37.5629917,california
"nl, canada",-57.6604364,53.1355091,NA
78114,-98.1775638,29.1218718,texas
"treaty 7 - calgary, alberta ",-114.0651671,51.0471522,NA
киев,30.5234,50.4501,NA
b[os|ingham]ton; tokyo sometimes,139.6503106,35.6761919,NA
"rouen, france ",1.099971,49.443232,NA
"ismayilli, azerbaijan",48.1523426,40.7871438,NA
pullman wa,-117.1817377,46.7297771,washington:main
"東京 町田市, japan",139.4385568,35.546656,NA
"san gabriel, ca",-118.1058333,34.0961111,california
indonesia - banten ❤ ,106.0640179,-6.4058172,NA
"texas, somehow.",-99.9018131,31.9685988,texas
"st charles, md",-76.9239727,38.6002114,maryland
"palmyra, mo",-91.5232106,39.7942118,missouri
السعودية - جدة,39.1925048,21.485811000000002,NA
"“the ozarks” mo, usa",-93.097702,36.5692952,missouri
disney world (mentally),-81.563874,28.385233,florida
"from maine, lives in maryland",-69.4454689,45.253783,maine
"firenze, toscana",11.2558136,43.7695604,NA
wilmington delaware,-75.5483909,39.744655,delaware
viet nam,108.277199,14.058324,NA
"mcfarland, ca",-119.2292748,35.6780104,california
cameroun  ,12.354722,7.369722,NA
"collinsville, il",-89.9845476,38.6703266,illinois
west iowa,-94.4453612,42.9572587,iowa
"sparks,nv",-119.7526886,39.5349112,nevada
known,-94.8535423,36.871403,oklahoma
 800 s rohlwing rd (53)addison,-88.0330989,41.9095275,illinois
"howell township, new jersey",-74.2082671,40.1645785,new jersey
"wayne, pa",-75.3698895,40.0415996,pennsylvania
"hinesburg, vermont",-73.110679,44.3292199,vermont
"create for stem, msu",-84.4795027,42.726998,michigan:south
"atmore, al",-87.4938708,31.0237921,alabama
14464,-77.939597,43.3335989,new york:main
over20 nagoya,136.9065571,35.1814506,NA
great smoky mountains,-83.5070203,35.6531943,tennessee
north datoka,-101.0020119,47.5514926,north dakota
"barrie, on canada",-79.6903316,44.3893556,NA
"galicia, spain",-8.1338558,42.5750554,NA
"orchard park, ny",-78.7439189,42.7675593,new york:main
"kinnelon, nj",-74.367096,41.0017644,new jersey
"schuyler, ne",-97.0597019,41.4483432,nebraska
"leitchfield, ky",-86.2938637,37.4800544,kentucky
tates creek middle school,-84.4814901,37.9856677,kentucky
wpb fl,-80.0533746,26.7153424,florida
"medford, or",-122.8755949,42.3265152,oregon
"neosho, missouri",-94.367996,36.8689554,missouri
"london, walthamstow",-0.0173437,51.5901769,NA
"wheat ridge, co",-105.0772063,39.766098,colorado
hueneme school district,-119.1958469,34.1493874,NA
"delran, nj 08075",-74.955948,40.0223314,new jersey
california state university channel islands,-119.043463,34.1620556,california
farmington mo,-90.4217895,37.7808846,missouri
"small town, usa",-78.0501099,36.0757249,north carolina:main
"cape coral, fl",-81.9495331,26.5628537,florida
"justin, tx",-97.2961286,33.0848442,texas
"üt: 39.282062,-76.620135",-97.7340567,30.2849185,texas
"hackensack, nj",-74.0434736,40.8859325,new jersey
"томск, россия",84.9480469,56.4884295,NA
"havre, mt ",-109.6840887,48.549999,montana
scottsdale,-111.9260519,33.4941704,arizona
"goochland, va",-77.885374,37.6841421,virginia:main
"lebanon, oh",-84.2029922,39.4353373,ohio
"jalisco, méxico",-103.3494376,20.6595382,NA
new jersey,-74.4056612,40.0583238,new jersey
"salinas, california",-121.6555013,36.6777372,california
"turnersville, nj",-75.0518583,39.7728846,new jersey
"north kingstown, ri",-71.4536835,41.5568315,rhode island
"carpinteria, ca",-119.5184564,34.3988838,NA
"oakland, pa",-79.9584886,40.432093,pennsylvania
"memphis, tn, usa",-90.0489801,35.1495343,tennessee
"leningrad, urss",30.3609096,59.9310584,NA
concepcion-paraguay,-57.4344451,-23.4214264,NA
ppcc* catalonia,1.5208624,41.5911589,NA
montseny barcelona,2.3912362,41.7855837,NA
st boi,2.035041,41.3458415,NA
"barcelona, catalunya",2.1734035,41.3850639,NA
"haddon township, nj",-75.0497448,39.9105176,new jersey
"asuncion, paraguay",-57.575926,-25.2637399,NA
"asunción, paraguay",-57.575926,-25.2637399,NA
"estrella 345, 1º piso - asunci",-57.6361224,-25.2821883,NA
paraguay,-58.443832,-23.442503,NA
"chisago city, mn",-92.8899376,45.3735757,minnesota
menzel temim,10.9863525,36.7822911,NA
pleasant park,-91.5490111,40.9667484,iowa
s. fl,-81.5157535,27.6648274,florida
myrtle beach sc,-78.8866943,33.6890603,south carolina
"üt: 42.740144,-84.526406",-97.7340567,30.2849185,texas
 stler on lheidli t'enneh terr,-122.7460601,53.9186975,NA
long island ny,-73.134961,40.789142,new york:long island
"üt: 43.093089,-89.316695",-97.7340567,30.2849185,texas
"anoka, mn",-93.3871758,45.1977428,minnesota
"hamden, ct",-72.9026064,41.3838782,connecticut
"bellevue, wa and richland, wa",-122.1601626,47.6277212,washington:main
all over the place / nagoya jp,136.9065571,35.1814506,NA
"felton, de",-75.5779807,39.0084463,delaware
"jacksonville,  fl",-81.655651,30.3321838,florida
(18),-96.2624887,37.352285,kansas
"irvine, ca. corona, ca",-117.5664384,33.8752935,california
cromwell high school,-72.6600495,41.6149599,connecticut
"denham springs, la",-90.9562125,30.4868564,louisiana
lambaré,-57.6253921,-25.3424981,NA
"sargeant school, roseville,ca ",-121.2379343,38.729181,california
"north east, md",-75.9413327,39.6001132,maryland
pioneer country,-82.0889483,29.4018044,florida
"tuscola, il",-88.2831038,39.7991985,illinois
"inland empire, california",-116.419389,34.9592083,california
"california, nevada area",-121.1710389,39.1346666,california
44.51312  -73.2434,-73.243035,44.513102,vermont
"n.j., u.s.a",-74.4056612,40.0583238,new jersey
"livingston, tx",-94.9329898,30.711029,texas
sf bay california,-122.3107517,37.6909682,NA
"alexander city, al",-85.9538532,32.944012,alabama
"st. clair, mi",-82.486024,42.8208653,NA
"norristown, pa",-75.3399048,40.121497,pennsylvania
"grand rapids, mi usa",-85.6680863,42.9633599,michigan:south
"elwood, il",-88.1117242,41.4039201,illinois
st paul,-93.0899578,44.9537029,minnesota
"roanoke, tx",-97.2258483,33.0040126,texas
"vestal, ny",-76.053575,42.0855898,new york:main
sheffield,-1.470085,53.381129,NA
"church hill, tn",-82.7134921,36.5223207,tennessee
"ventura, california, usa",-119.2945199,34.2804923,NA
"cypress, tx",-95.6937856,29.9716905,texas
south st. louis county,-90.4125181,38.6103023,missouri
"fair oaks, ca",-121.2721718,38.6446264,california
"san marcos, tx",-97.9413941,29.8832749,texas
oak,-95.998339,37.0922274,kansas
"726 broadway, new york, ny",-73.993165,40.7294213,new york:manhattan
"petaling jaya, selangor",101.5944885,3.1278871,NA
"usak, turkey",29.4058825,38.6742286,NA
gleeland,-73.3362939,40.7666475,new york:long island
argonay,6.139093,45.944649,NA
"damascus, md",-77.2038716,39.2884381,maryland
south florida and montreal,-81.5157535,27.6648274,florida
"101 tradewynd drive, lynchburg, virginia",-79.2406876,37.3568466,virginia:main
"madison, wi usa",-89.4012302,43.0730517,wisconsin
"edwardsville, ks",-94.8196847,39.0611154,kansas
angeles national forest,-118.0057773,34.3166568,california
"hudson valley, new york state",-73.9612887,41.9209018,new york:main
"matthews, north carolina",-80.7236804,35.1168131,north carolina:main
"turrbal country, brisbane, au",153.0251235,-27.4697707,NA
 left coast (los angeles),-118.2436849,34.0522342,california
goulburn,149.7277447,-34.7479181,NA
9700 e. las tunas dr. tc 91780,-118.0574839,34.106869,california
"plainsboro, nj",-74.585292,40.3382543,new jersey
inland empire - ca,-116.419389,34.9592083,california
oue oue,-118.2543871,34.0511063,california
"huntington beach, ca",-117.9988026,33.6594835,NA
"towson, maryland (usa)",-76.6019125,39.4014955,maryland
"stourbridge, england, uk",-2.148731,52.456891,NA
metropolitan detroit area,-83.0790865,42.8105356,michigan:south
"basel, switzerland",7.5885761,47.5595986,NA
"granite bay, ca",-121.1638361,38.7632345,california
the pendulum,-95.5394047,29.8591746,texas
"encinitas, ca",-117.2919818,33.0369867,NA
university of connecticut,-72.2539805,41.8077414,connecticut
somewhere on the river,-95.9618958,36.0404924,oklahoma
solana beach,-117.2711481,32.991155,NA
renton washington,-122.2079218,47.4796927,washington:main
cambodia ,104.990963,12.565679,NA
"southeast michigan, usa",-85.6023643,44.3148443,michigan:south
"metropolis, il",-88.7319979,37.1511655,kentucky
"üt: 38.127782,-79.035979",-97.7340567,30.2849185,texas
rowland heights,-117.9053395,33.9761238,california
"sendai city, miyagi",140.869418,38.268195,NA
"valley glen, los angeles",-118.4138149,34.186682,california
deckerville michigan,-82.7352104,43.5266861,michigan:south
"sumatra utara, indonesia",99.5450974,2.1153547,NA
nw florida,-86.475644,30.5394163,florida
usa!,-95.712891,37.09024,kansas
pajaro valley unified ,-121.7687417,36.9394552,california
char,-95.9025107,36.0315191,oklahoma
"camp pendleton, ca",-117.3205123,33.3178416,california
"groton, ma",-71.5745152,42.6112018,massachusetts:main
"odenton, md",-76.7002462,39.0839981,maryland
"climate change institute, university of maine",-68.6735534,44.8955674,maine
"columbia, south carolina",-81.0348144,34.0007104,south carolina
"cidade nova, rio de janeiro",-43.2001376,-22.9095049,NA
louisiana,-91.9623327,30.9842977,louisiana
"fairburn, ga",-84.5810418,33.5670562,georgia
6040 n. kilpatrick ave.,-87.7465663,41.9912474,illinois
"exeter, uk",-3.533899,50.718412,NA
"west chester, pa",-75.6054882,39.9606643,pennsylvania
where god is ,-84.372797,33.7542073,georgia
"hoquiam, wa",-123.8839028,46.977043,NA
"barranquilla, colombia",-74.8069813,11.0041072,NA
"columbia, mo (38.953206,-92.32",-92.3340724,38.9517053,missouri
845 crinella dr,-122.6106789,38.2460793,california
global desi,-87.9675149,41.7869144,illinois
"san fernando valley, ca, usa",-118.4396756,34.1825782,california
"san francisco, ca ",-122.4194155,37.7749295,california
lcisd,-95.7721204,29.5248666,texas
dallas tx,-96.7969879,32.7766642,texas
"onsted, mi",-84.1899442,42.0061554,michigan:south
midwest,-95.6057265,37.0450728,kansas
"palmyra, pa",-76.5933012,40.3089798,pennsylvania
mills middle school,-95.239488,38.9348583,kansas
東京 馬場,139.4846819,35.6646237,NA
"lincoln, england 🏴󠁧󠁢󠁥󠁮󠁧󠁿",-0.540579,53.230688,NA
"palmyra area sd, palmyra, pa",-76.5844019,40.2978431,pennsylvania
baton rouge,-91.1871466,30.4514677,louisiana
"greencastle, pa",-77.7277714,39.790371,pennsylvania
north of the river,-119.083301,35.3982467,california
"boston, ma",-71.0588801,42.3600825,massachusetts:main
"contra costa, ca",-121.9017954,37.8534093,california
dhankuta,87.3214908,26.9834552,NA
"kailua kona, hi",-155.9969261,19.639994,NA
"nazareth, pa",-75.3096237,40.740375,pennsylvania
"westerly, ri",-71.8272871,41.3775987,rhode island
in the city of new york,-74.0059728,40.7127753,NA
mariners christian school,-117.8774264,33.6754617,california
八事日赤,136.9658447,35.1449571,NA
"hollywood, california",-118.3286614,34.0928092,california
"lagos, nigeria!",3.3792057,6.5243793,NA
"san miguel, ca",-120.6962826,35.7524679,california
"naugatuck, ct",-73.0506972,41.485921,connecticut
"99-370 moanalua rd, aiea, hi 9",-157.9280242,21.3760433,NA
"jonesborough, tn",-82.4734787,36.2942722,tennessee
"port elgin, ontario, canada",-81.3929413,44.4340516,NA
クローバー,-118.4254829,34.0271987,california
岡山 倉敷市,133.7719812,34.5849782,NA
"hillsborough, california",-122.3794163,37.5741032,california
"lakebay, wa",-122.7584663,47.2570403,washington:main
"merrimac, ma",-71.0005509,42.8340582,massachusetts:main
"sharps chapel, tn",-83.8040793,36.3436912,tennessee
"southeast san diego, ca",-117.1610838,32.715738,NA
日本 東京,139.7690174,35.6803997,NA
"innovation hub san diego, ca",-117.1382049,32.7745817,california
"spencerville, md",-76.9795532,39.1145558,maryland
"columbia city,in ",-85.4883127,41.1572686,indiana
fort pierce,-80.3256056,27.4467056,florida
n. jersey,-74.4056612,40.0583238,new jersey
"406 dr van zee rd, 51560",-95.4014405,41.3040293,iowa
oradea,21.9189438,47.0465005,NA
socal,-116.419389,34.9592083,california
"hall in tirol, österreich",11.5058484,47.2804034,NA
"mclean, va",-77.1772604,38.9338676,virginia:main
"louisville,ky",-85.7584557,38.2526647,kentucky
"sherman, tx",-96.6088805,33.6356618,texas
butler universtiy,-86.1708927,39.8405491,indiana
vt,-72.5778415,44.5588028,vermont
"newcastle, wa",-122.1619948,47.5376072,washington:main
"tappan, ny",-73.9473593,41.0220416,new york:main
"valencia, ca",-118.5713823,34.456151,california
"fsu tallahassee, fl",-84.2984889,30.4418778,florida
niterói 🏄,-43.044089,-22.968881,NA
"henry county, georgia",-84.1435136,33.4347963,georgia
gaza,34.3088255,31.3546763,NA
